threshold,EQD_c0,EQD_c1,deferral_rate
0.0,0.4102564102564102,0.4102564102564103,0.0
0.2,0.4102564102564102,0.4102564102564103,0.0
0.4,0.4102564102564102,0.4102564102564103,0.0
0.6000000000000001,0.4102564102564102,0.4102564102564103,0.0
0.8,0.4102564102564102,0.4102564102564103,0.0
1.0,0.4102564102564102,0.4102564102564103,0.0
1.2000000000000002,0.4102564102564102,0.4102564102564103,0.0
1.4000000000000001,0.4102564102564102,0.4102564102564103,0.01092896174863388
1.6,0.4102564102564102,0.4102564102564103,0.01092896174863388
1.8,0.3291666666666666,0.3291666666666667,0.12021857923497267
2.0,0.3291666666666666,0.3291666666666667,0.12021857923497267
4.0,0.2875,0.2875,0.33879781420765026
6.0,0.15000000000000002,0.15,0.7759562841530054
8.0,0.15000000000000002,0.15,0.7759562841530054
10.0,0.15000000000000002,0.15,0.7759562841530054
12.0,0.15000000000000002,0.15,0.7759562841530054
14.0,0.15000000000000002,0.15,0.7759562841530054
16.0,0.15000000000000002,0.15,0.7759562841530054
18.0,0.15000000000000002,0.15,0.7759562841530054
20.0,0.15000000000000002,0.15,0.7759562841530054
30.0,0.15000000000000002,0.15,0.7759562841530054
40.0,0.15000000000000002,0.15,0.7759562841530054
50.0,0.15000000000000002,0.15,0.7759562841530054
60.0,0.15000000000000002,0.15,0.7759562841530054
70.0,0.15000000000000002,0.15,0.7759562841530054
80.0,0.15000000000000002,0.15,0.7759562841530054
90.0,0.15000000000000002,0.15,0.7759562841530054
100.0,0.15000000000000002,0.15,0.7759562841530054
