threshold,EQD_c0,EQD_c1,EQD_c2,deferral_rate
0.0,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.09,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.18,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.27,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.36,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.44999999999999996,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.54,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.63,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.72,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.8099999999999999,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.8999999999999999,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
0.99,0.37033538666568955,0.31433412756837753,0.12416455643654783,0.0
