threshold,EQD_c0,EQD_c1,deferral_rate
0.0,0.42083333333333334,0.4208333333333334,0.0
0.2,0.42083333333333334,0.4208333333333334,0.0
0.4,0.42083333333333334,0.4208333333333334,0.0
0.6000000000000001,0.42083333333333334,0.4208333333333334,0.0
0.8,0.42083333333333334,0.4208333333333334,0.0
1.0,0.3583333333333334,0.3583333333333333,0.12021857923497267
1.2000000000000002,0.3583333333333334,0.3583333333333333,0.12021857923497267
1.4000000000000001,0.3583333333333334,0.3583333333333333,0.12021857923497267
1.6,0.3583333333333334,0.3583333333333333,0.12021857923497267
1.8,0.3583333333333334,0.3583333333333333,0.12021857923497267
2.0,0.18333333333333335,0.18333333333333332,0.639344262295082
4.0,0.18333333333333335,0.18333333333333332,0.639344262295082
6.0,0.18333333333333335,0.18333333333333332,0.639344262295082
8.0,0.18333333333333335,0.18333333333333332,0.639344262295082
10.0,0.18333333333333335,0.18333333333333332,0.639344262295082
12.0,0.18333333333333335,0.18333333333333332,0.639344262295082
14.0,0.18333333333333335,0.18333333333333332,0.639344262295082
16.0,0.18333333333333335,0.18333333333333332,0.639344262295082
18.0,0.18333333333333335,0.18333333333333332,0.639344262295082
20.0,0.18333333333333335,0.18333333333333332,0.639344262295082
30.0,0.18333333333333335,0.18333333333333332,0.639344262295082
40.0,0.18333333333333335,0.18333333333333332,0.639344262295082
50.0,0.18333333333333335,0.18333333333333332,0.639344262295082
60.0,0.18333333333333335,0.18333333333333332,0.639344262295082
70.0,0.18333333333333335,0.18333333333333332,0.639344262295082
80.0,0.18333333333333335,0.18333333333333332,0.639344262295082
90.0,0.18333333333333335,0.18333333333333332,0.639344262295082
100.0,0.18333333333333335,0.18333333333333332,0.639344262295082
